Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Jan Morforth,50% Dark Bites,India,2023-02-17,3561.75,210,Delivered
Roddy Speechley,Smooth Silky Salty,UK,2023-02-17,1408.5,202,Delivered
Beverie Moffet,Raspberry Choco,UK,2023-02-17,23107.5,2568,Delivered
Karlen McCaffrey,99% Dark & Pure,India,2023-02-17,7312.5,366,Delivered
Gigi Bohling,Raspberry Choco,India,2023-02-17,2520.0,420,Delivered
Gigi Bohling,50% Dark Bites,UK,2023-02-20,1863.0,85,Delivered
Andria Kimpton,Choco Coated Almonds,UK,2023-02-20,3480.75,249,Delivered
Madelene Upcott,Mint Chip Choco,Australia,2023-02-20,2430.0,174,Delivered
Brien Boise,Choco Coated Almonds,USA,2023-02-20,4320.0,309,Delivered
Madelene Upcott,After Nines,New Zealand,2023-02-20,6887.25,627,Delivered
Brien Boise,Choco Coated Almonds,UK,2023-02-20,3429.0,286,Delivered
Jehu Rudeforth,99% Dark & Pure,Canada,2023-02-20,5001.75,228,Delivered
Andria Kimpton,Manuka Honey Choco,UK,2023-02-20,7456.5,373,Delivered
Barr Faughny,99% Dark & Pure,UK,2023-02-20,7272.0,364,Delivered
Beverie Moffet,50% Dark Bites,UK,2023-02-20,3118.5,184,Delivered
Beverie Moffet,White Choc,India,2023-02-20,4878.0,196,Delivered
Roddy Speechley,Organic Choco Syrup,USA,2023-02-20,15455.25,736,Delivered
Beverie Moffet,Mint Chip Choco,India,2023-02-21,9765.0,888,Delivered
Marney O'Breen,Organic Choco Syrup,UK,2023-02-21,648.0,31,Delivered
Barr Faughny,Smooth Silky Salty,India,2023-02-21,13252.5,1894,Delivered
Karlen McCaffrey,Orange Choco,Australia,2023-02-21,7132.5,714,Delivered
Brien Boise,Raspberry Choco,India,2023-02-21,3233.25,324,Delivered
Madelene Upcott,Drinking Coco,USA,2023-02-21,5197.5,473,Delivered
Gunar Cockshoot,85% Dark Bars,Canada,2023-02-21,2576.25,118,Delivered
Roddy Speechley,White Choc,USA,2023-02-21,3903.75,186,Delivered
Van Tuxwell,Mint Chip Choco,USA,2023-02-22,2790.0,233,Delivered
Husein Augar,50% Dark Bites,USA,2023-02-22,1579.5,76,Delivered
Andria Kimpton,Manuka Honey Choco,Australia,2023-02-22,13990.5,737,Delivered
Camilla Castle,Baker's Choco Chips,USA,2023-02-22,9276.75,516,Delivered
Andria Kimpton,Fruit & Nut Bars,USA,2023-02-22,6131.25,256,Delivered
Dotty Strutley,Organic Choco Syrup,New Zealand,2023-02-22,2391.75,114,Delivered
Ches Bonnell,Organic Choco Syrup,UK,2023-02-22,11369.25,517,Delivered
Jan Morforth,Smooth Silky Salty,UK,2023-02-22,8311.5,1188,Delivered
Van Tuxwell,Choco Coated Almonds,India,2023-02-22,1984.5,199,Delivered
Van Tuxwell,Mint Chip Choco,UK,2023-02-22,5339.25,411,Delivered
Curtice Advani,Caramel Stuffed Bars,Australia,2023-02-22,10719.0,565,Delivered
Dotty Strutley,Smooth Silky Salty,India,2023-02-23,19014.75,2113,Delivered
Andria Kimpton,Eclairs,UK,2023-02-23,481.5,25,Delivered
Madelene Upcott,After Nines,Australia,2023-02-23,6075.0,434,Delivered
Marney O'Breen,Choco Coated Almonds,New Zealand,2023-02-23,4430.25,444,Delivered
Gunar Cockshoot,Raspberry Choco,UK,2023-02-23,2857.5,477,Delivered
Kelci Walkden,70% Dark Bites,UK,2023-02-23,9047.25,566,Delivered
Gunar Cockshoot,Eclairs,India,2023-02-23,2216.25,106,Delivered
Marney O'Breen,50% Dark Bites,UK,2023-02-23,10458.0,523,Delivered
Dennison Crosswaite,70% Dark Bites,UK,2023-02-23,139.5,8,Delivered
Gunar Cockshoot,Spicy Special Slims,UK,2023-02-23,4439.25,262,Delivered
Jan Morforth,Eclairs,USA,2023-02-24,5035.5,252,Delivered
Marney O'Breen,Spicy Special Slims,UK,2023-02-27,4878.0,305,Delivered
Kelci Walkden,Mint Chip Choco,Australia,2023-02-27,254.25,29,Delivered
Curtice Advani,50% Dark Bites,UK,2023-02-27,3638.25,192,Delivered
Gigi Bohling,Drinking Coco,USA,2023-02-27,5170.5,471,Delivered
Roddy Speechley,Manuka Honey Choco,Australia,2023-02-27,1705.5,78,Delivered
Roddy Speechley,99% Dark & Pure,India,2023-02-27,5814.0,265,Delivered
Gunar Cockshoot,Milk Bars,UK,2023-02-27,108.0,7,Delivered
Gunar Cockshoot,70% Dark Bites,USA,2023-02-27,2207.25,138,Delivered
Dotty Strutley,Smooth Silky Salty,Canada,2023-02-28,21780.0,2723,Delivered
Wilone O'Kielt,Peanut Butter Cubes,New Zealand,2023-02-28,4430.25,222,Delivered
Jehu Rudeforth,Spicy Special Slims,India,2023-02-28,11362.5,711,Delivered
Husein Augar,Raspberry Choco,India,2023-02-28,1536.75,154,Delivered
Madelene Upcott,Spicy Special Slims,UK,2023-02-28,3829.5,202,Delivered
Brien Boise,White Choc,New Zealand,2023-02-28,7407.0,297,Delivered
Curtice Advani,Organic Choco Syrup,India,2023-02-28,7654.5,426,Delivered
Dotty Strutley,Caramel Stuffed Bars,New Zealand,2023-02-28,4637.25,273,Delivered
Van Tuxwell,Drinking Coco,India,2023-02-28,5629.5,704,Cancelled
Jehu Rudeforth,99% Dark & Pure,India,2023-03-01,7677.0,384,Cancelled
Kelci Walkden,Peanut Butter Cubes,USA,2023-03-01,8282.25,436,Delivered
Gunar Cockshoot,Orange Choco,New Zealand,2023-03-01,5310.0,483,Delivered
Gunar Cockshoot,Eclairs,Australia,2023-03-01,3809.25,201,Delivered
Kaine Padly,Orange Choco,India,2023-03-01,6606.0,1101,Delivered
Gigi Bohling,Organic Choco Syrup,USA,2023-03-01,14829.75,742,Delivered
Gunar Cockshoot,Mint Chip Choco,Australia,2023-03-01,301.5,31,Delivered
Beverie Moffet,Smooth Silky Salty,UK,2023-03-01,2940.75,295,Delivered
Husein Augar,Eclairs,India,2023-03-01,1413.0,79,Delivered
Gunar Cockshoot,Eclairs,USA,2023-03-02,4680.0,213,Delivered
Camilla Castle,Peanut Butter Cubes,Canada,2023-03-02,9139.5,381,Delivered
Dotty Strutley,Baker's Choco Chips,New Zealand,2023-03-02,4473.0,264,Delivered
Oby Sorrel,Mint Chip Choco,USA,2023-03-02,7249.5,558,Delivered
Dotty Strutley,Mint Chip Choco,UK,2023-03-02,4909.5,546,Delivered
Barr Faughny,Raspberry Choco,USA,2023-03-02,1190.25,133,Delivered
Madelene Upcott,Peanut Butter Cubes,USA,2023-03-02,9733.5,424,Delivered
Gunar Cockshoot,Mint Chip Choco,India,2023-03-02,243.0,21,Delivered
Beverie Moffet,Peanut Butter Cubes,USA,2023-03-02,8124.75,407,Delivered
Wilone O'Kielt,Eclairs,New Zealand,2023-03-02,5364.0,244,Delivered
Mallorie Waber,Eclairs,Canada,2023-03-02,3685.5,176,Delivered
Curtice Advani,Orange Choco,UK,2023-03-02,6635.25,948,Delivered
Dennison Crosswaite,Manuka Honey Choco,UK,2023-03-02,7773.75,432,Delivered
Marney O'Breen,Choco Coated Almonds,India,2023-03-02,958.5,80,Delivered
Kelci Walkden,White Choc,Canada,2023-03-02,5258.25,220,Delivered
Brien Boise,Choco Coated Almonds,New Zealand,2023-03-03,7431.75,620,Cancelled
Wilone O'Kielt,Mint Chip Choco,USA,2023-03-03,2182.5,182,Delivered
Andria Kimpton,Almond Choco,UK,2023-03-03,9695.25,1212,Delivered
Curtice Advani,Organic Choco Syrup,Canada,2023-03-03,10712.25,536,Delivered
Karlen McCaffrey,Baker's Choco Chips,USA,2023-03-03,3375.0,178,Delivered
Gunar Cockshoot,Baker's Choco Chips,UK,2023-03-03,10332.0,517,Delivered
Kelci Walkden,99% Dark & Pure,Australia,2023-03-03,8109.0,353,Delivered
Gunar Cockshoot,Raspberry Choco,UK,2023-03-03,8518.5,852,Delivered
Gunar Cockshoot,99% Dark & Pure,UK,2023-03-03,729.0,39,Delivered
Ches Bonnell,Manuka Honey Choco,New Zealand,2023-03-03,2706.75,124,Delivered
Husein Augar,Almond Choco,New Zealand,2023-03-03,3260.25,272,Delivered
Van Tuxwell,Choco Coated Almonds,Canada,2023-03-03,5733.0,522,Delivered
Jehu Rudeforth,Raspberry Choco,Australia,2023-03-03,6882.75,689,Delivered
Kelci Walkden,Mint Chip Choco,UK,2023-03-03,5944.5,661,Delivered
Roddy Speechley,Manuka Honey Choco,Canada,2023-03-06,783.0,38,Delivered
Marney O'Breen,Choco Coated Almonds,UK,2023-03-06,8898.75,809,Delivered
Brien Boise,Drinking Coco,Canada,2023-03-06,5692.5,633,Delivered
Wilone O'Kielt,Fruit & Nut Bars,Australia,2023-03-06,3818.25,160,Delivered
Andria Kimpton,Eclairs,Australia,2023-03-06,1975.5,86,Delivered
Oby Sorrel,Baker's Choco Chips,New Zealand,2023-03-07,1734.75,87,Delivered
Madelene Upcott,99% Dark & Pure,New Zealand,2023-03-07,6066.0,304,Delivered
Kelci Walkden,Manuka Honey Choco,India,2023-03-07,9551.25,455,Delivered
Roddy Speechley,Smooth Silky Salty,India,2023-03-07,15138.0,2163,Delivered
Brien Boise,Mint Chip Choco,Australia,2023-03-07,1786.5,138,Delivered
Dotty Strutley,70% Dark Bites,New Zealand,2023-03-08,1705.5,90,Cancelled
Brien Boise,Eclairs,New Zealand,2023-03-08,3361.5,169,Delivered
Wilone O'Kielt,Peanut Butter Cubes,UK,2023-03-08,5580.0,243,Delivered
Barr Faughny,Choco Coated Almonds,Australia,2023-03-08,5294.25,442,Delivered
Husein Augar,Peanut Butter Cubes,Australia,2023-03-08,6680.25,304,Delivered
Andria Kimpton,99% Dark & Pure,UK,2023-03-08,5942.25,283,Delivered
Madelene Upcott,Smooth Silky Salty,UK,2023-03-08,2799.0,234,Delivered
Husein Augar,Raspberry Choco,Canada,2023-03-09,4986.0,998,Delivered
Madelene Upcott,Baker's Choco Chips,India,2023-03-09,7614.0,476,Delivered
Barr Faughny,99% Dark & Pure,UK,2023-03-09,9499.5,475,Delivered
Jan Morforth,Fruit & Nut Bars,USA,2023-03-09,1561.5,63,Delivered
Barr Faughny,99% Dark & Pure,Australia,2023-03-09,10053.0,438,Delivered
Marney O'Breen,Organic Choco Syrup,UK,2023-03-09,4590.0,242,Delivered
Barr Faughny,Drinking Coco,USA,2023-03-09,4898.25,409,Cancelled
Madelene Upcott,Manuka Honey Choco,Australia,2023-03-09,5580.0,279,Delivered
Madelene Upcott,Milk Bars,USA,2023-03-09,236.25,12,Cancelled
Ches Bonnell,70% Dark Bites,UK,2023-03-09,2479.5,138,Delivered
Curtice Advani,Caramel Stuffed Bars,Australia,2023-03-09,8961.75,528,Delivered
Van Tuxwell,Almond Choco,UK,2023-03-09,859.5,86,Delivered
Brien Boise,Smooth Silky Salty,USA,2023-03-09,10354.5,1151,Cancelled
Van Tuxwell,Eclairs,New Zealand,2023-03-09,249.75,11,Delivered
Gigi Bohling,Choco Coated Almonds,USA,2023-03-09,166.5,12,Delivered
Madelene Upcott,70% Dark Bites,USA,2023-03-09,5598.0,280,Delivered
Andria Kimpton,Drinking Coco,Canada,2023-03-10,6072.75,608,Delivered
Beverie Moffet,Choco Coated Almonds,Australia,2023-03-10,5593.5,509,Delivered
Brien Boise,Baker's Choco Chips,UK,2023-03-10,5530.5,326,Delivered
Camilla Castle,White Choc,USA,2023-03-10,5883.75,268,Delivered
Husein Augar,Peanut Butter Cubes,USA,2023-03-13,9506.25,433,Delivered
Beverie Moffet,Baker's Choco Chips,UK,2023-03-13,3253.5,181,Delivered
Beverie Moffet,Eclairs,USA,2023-03-13,5933.25,330,Delivered
Wilone O'Kielt,Baker's Choco Chips,UK,2023-03-13,3145.5,186,Cancelled
Marney O'Breen,Mint Chip Choco,New Zealand,2023-03-13,2166.75,241,Delivered
Andria Kimpton,Baker's Choco Chips,Canada,2023-03-13,9272.25,516,Delivered
Gigi Bohling,70% Dark Bites,UK,2023-03-13,4565.25,286,Delivered
Van Tuxwell,Raspberry Choco,USA,2023-03-14,4837.5,692,Delivered
Wilone O'Kielt,Spicy Special Slims,USA,2023-03-14,2571.75,129,Delivered
Husein Augar,Mint Chip Choco,UK,2023-03-14,1667.25,120,Delivered
Kelci Walkden,Choco Coated Almonds,UK,2023-03-14,4207.5,301,Delivered
Kelci Walkden,Eclairs,UK,2023-03-15,4835.25,211,Delivered
Andria Kimpton,50% Dark Bites,UK,2023-03-15,1892.25,106,Delivered
Barr Faughny,70% Dark Bites,USA,2023-03-15,7805.25,391,Cancelled
Barr Faughny,Choco Coated Almonds,UK,2023-03-15,7805.25,781,Delivered
Husein Augar,Organic Choco Syrup,India,2023-03-15,4554.0,228,Delivered
Van Tuxwell,Mint Chip Choco,UK,2023-03-15,3154.5,226,Delivered
Curtice Advani,Peanut Butter Cubes,USA,2023-03-16,3888.0,205,Delivered
Gunar Cockshoot,99% Dark & Pure,Australia,2023-03-16,9666.0,403,Delivered
Van Tuxwell,Orange Choco,Australia,2023-03-16,8923.5,1488,Delivered
Roddy Speechley,Organic Choco Syrup,USA,2023-03-16,7353.0,320,Delivered
Jehu Rudeforth,Peanut Butter Cubes,New Zealand,2023-03-16,3397.5,179,Delivered
Madelene Upcott,Organic Choco Syrup,Canada,2023-03-16,5274.0,240,Cancelled
Mallorie Waber,Peanut Butter Cubes,Australia,2023-03-16,7436.25,355,Delivered
Dotty Strutley,Fruit & Nut Bars,Canada,2023-03-16,10026.0,418,Delivered
Gunar Cockshoot,Organic Choco Syrup,UK,2023-03-16,670.5,34,Cancelled
Brien Boise,Drinking Coco,Canada,2023-03-16,6142.5,473,Delivered
Brien Boise,Peanut Butter Cubes,USA,2023-03-16,2506.5,105,Delivered
Mallorie Waber,White Choc,UK,2023-03-16,3838.5,160,Cancelled
Dotty Strutley,70% Dark Bites,USA,2023-03-16,1343.25,71,Delivered
Karlen McCaffrey,Eclairs,UK,2023-03-16,6284.25,286,Delivered
Dennison Crosswaite,70% Dark Bites,India,2023-03-16,2661.75,167,Delivered
Madelene Upcott,Orange Choco,USA,2023-03-16,16017.75,2289,Delivered
Husein Augar,Smooth Silky Salty,USA,2023-03-16,3505.5,351,Delivered
Curtice Advani,Orange Choco,New Zealand,2023-03-17,4509.0,752,Delivered
Gigi Bohling,Orange Choco,India,2023-03-17,5294.25,662,Delivered
Marney O'Breen,White Choc,UK,2023-03-17,6005.25,301,Delivered
Brien Boise,Baker's Choco Chips,UK,2023-03-17,7962.75,399,Delivered
Barr Faughny,Drinking Coco,India,2023-03-17,5595.75,622,Delivered
Rafaelita Blaksland,Fruit & Nut Bars,India,2023-03-17,3395.25,142,Delivered
Gigi Bohling,Raspberry Choco,Canada,2023-03-17,882.0,111,Delivered
Brien Boise,Eclairs,India,2023-03-17,3809.25,182,Delivered
Dotty Strutley,After Nines,UK,2023-03-17,5037.75,504,Delivered
Curtice Advani,70% Dark Bites,Canada,2023-03-17,2814.75,188,Delivered
Madelene Upcott,Almond Choco,UK,2023-03-20,3267.0,363,Delivered
Madelene Upcott,Fruit & Nut Bars,India,2023-03-20,9308.25,333,Delivered
Gunar Cockshoot,Organic Choco Syrup,Australia,2023-03-20,12872.25,678,Delivered
Roddy Speechley,85% Dark Bars,Canada,2023-03-20,10228.5,488,Delivered
Beverie Moffet,Orange Choco,UK,2023-03-20,6979.5,873,Delivered
Barr Faughny,Mint Chip Choco,New Zealand,2023-03-20,2200.5,170,Delivered
Gunar Cockshoot,Milk Bars,USA,2023-03-20,1125.0,67,Delivered
Roddy Speechley,50% Dark Bites,India,2023-03-20,4128.75,207,Delivered
Gunar Cockshoot,Spicy Special Slims,UK,2023-03-20,11668.5,778,Delivered
Barr Faughny,70% Dark Bites,UK,2023-03-21,2657.25,157,Delivered
Curtice Advani,Milk Bars,UK,2023-03-21,3111.75,184,Delivered
Roddy Speechley,Spicy Special Slims,USA,2023-03-21,3870.0,204,Delivered
Kelci Walkden,Eclairs,UK,2023-03-21,5112.0,244,Delivered
Karlen McCaffrey,Mint Chip Choco,India,2023-03-21,9342.0,935,Delivered
Madelene Upcott,Smooth Silky Salty,UK,2023-03-21,16557.75,1506,Delivered
Camilla Castle,70% Dark Bites,USA,2023-03-21,2011.5,135,Delivered
Kaine Padly,Peanut Butter Cubes,Canada,2023-03-22,8115.75,353,Delivered
Madelene Upcott,Peanut Butter Cubes,Canada,2023-03-22,7724.25,352,Delivered
Dotty Strutley,50% Dark Bites,UK,2023-03-22,848.25,48,Delivered
Brien Boise,Smooth Silky Salty,UK,2023-03-22,3705.75,337,Delivered
Dennison Crosswaite,Fruit & Nut Bars,Canada,2023-03-22,6453.0,259,Delivered
Van Tuxwell,Organic Choco Syrup,USA,2023-03-22,1505.25,76,Delivered
Brien Boise,Peanut Butter Cubes,UK,2023-03-22,4718.25,215,Delivered
Madelene Upcott,50% Dark Bites,UK,2023-03-22,5112.0,256,Delivered
Wilone O'Kielt,Choco Coated Almonds,Australia,2023-03-22,1903.5,174,Delivered
Van Tuxwell,Smooth Silky Salty,USA,2023-03-22,3523.5,504,Delivered
Husein Augar,Drinking Coco,India,2023-03-22,6072.75,507,Delivered
Curtice Advani,Eclairs,New Zealand,2023-03-23,1611.0,74,Delivered
Barr Faughny,Peanut Butter Cubes,UK,2023-03-23,5888.25,268,Delivered
Karlen McCaffrey,Peanut Butter Cubes,UK,2023-03-23,7420.5,372,Delivered
Brien Boise,Orange Choco,Australia,2023-03-23,4504.5,564,Delivered
Wilone O'Kielt,Drinking Coco,UK,2023-03-23,5195.25,520,Cancelled
Jehu Rudeforth,Spicy Special Slims,New Zealand,2023-03-23,16074.0,804,Delivered
Gigi Bohling,Mint Chip Choco,UK,2023-03-24,1833.75,142,Delivered
Dotty Strutley,85% Dark Bars,Canada,2023-03-24,10278.0,429,Delivered
Dotty Strutley,Smooth Silky Salty,Canada,2023-03-24,11792.25,1180,Delivered
Curtice Advani,Spicy Special Slims,Canada,2023-03-24,2718.0,136,Delivered
Brien Boise,Mint Chip Choco,India,2023-03-24,7544.25,581,Delivered
Gunar Cockshoot,Drinking Coco,Canada,2023-03-27,6050.25,466,Delivered
Barr Faughny,Eclairs,USA,2023-03-27,1854.0,98,Delivered
Madelene Upcott,Organic Choco Syrup,Canada,2023-03-27,9882.0,450,Cancelled
Beverie Moffet,Drinking Coco,UK,2023-03-27,5636.25,564,Delivered
Rafaelita Blaksland,99% Dark & Pure,Australia,2023-03-27,4367.25,190,Delivered
Barr Faughny,Peanut Butter Cubes,Canada,2023-03-27,5087.25,232,Delivered
Beverie Moffet,Smooth Silky Salty,Canada,2023-03-27,3813.75,318,Delivered
Marney O'Breen,Fruit & Nut Bars,UK,2023-03-27,1118.25,44,Delivered
Jehu Rudeforth,Choco Coated Almonds,USA,2023-03-28,704.25,65,Delivered
Kelci Walkden,70% Dark Bites,India,2023-03-28,2171.25,109,Delivered
Brien Boise,Smooth Silky Salty,India,2023-03-28,4644.0,423,Delivered
Roddy Speechley,Raspberry Choco,UK,2023-03-28,12190.5,1220,Delivered
Beverie Moffet,Mint Chip Choco,Australia,2023-03-28,2945.25,227,Delivered
Dennison Crosswaite,Choco Coated Almonds,New Zealand,2023-03-28,10404.0,694,Delivered
Gunar Cockshoot,70% Dark Bites,Canada,2023-03-29,5643.0,314,Delivered
Marney O'Breen,Eclairs,Canada,2023-03-29,4133.25,230,Cancelled
Gunar Cockshoot,70% Dark Bites,New Zealand,2023-03-29,6869.25,382,Delivered
Rafaelita Blaksland,Baker's Choco Chips,Canada,2023-03-29,191.25,12,Delivered
Andria Kimpton,Manuka Honey Choco,Australia,2023-03-29,6489.0,309,Delivered
Madelene Upcott,85% Dark Bars,New Zealand,2023-03-29,6149.25,280,Delivered
Dennison Crosswaite,Eclairs,India,2023-03-29,3750.75,188,Delivered
Kelci Walkden,70% Dark Bites,USA,2023-03-29,155.25,9,Delivered
Wilone O'Kielt,Baker's Choco Chips,USA,2023-03-30,4142.25,277,Delivered
Oby Sorrel,Organic Choco Syrup,USA,2023-03-30,14793.75,779,Delivered
Dotty Strutley,70% Dark Bites,UK,2023-03-31,8673.75,482,Delivered
Roddy Speechley,Spicy Special Slims,USA,2023-03-31,2205.0,130,Delivered
Kelci Walkden,Eclairs,India,2023-03-31,5868.0,256,Delivered
Van Tuxwell,Choco Coated Almonds,Canada,2023-03-31,1667.25,152,Delivered
Marney O'Breen,Manuka Honey Choco,India,2023-03-31,4963.5,276,Delivered
Beverie Moffet,Milk Bars,Canada,2023-03-31,1516.5,85,Cancelled
Roddy Speechley,Smooth Silky Salty,New Zealand,2023-03-31,6329.25,905,Delivered
Camilla Castle,50% Dark Bites,Australia,2023-03-31,7438.5,414,Delivered
Jan Morforth,50% Dark Bites,USA,2023-03-31,2967.75,157,Delivered
Gunar Cockshoot,Raspberry Choco,New Zealand,2023-03-31,3195.0,320,Delivered
Husein Augar,Drinking Coco,USA,2023-03-31,5204.25,521,Delivered
Curtice Advani,Raspberry Choco,USA,2023-03-31,553.5,80,Delivered
Andria Kimpton,70% Dark Bites,New Zealand,2023-03-31,5116.5,342,Delivered
Husein Augar,Choco Coated Almonds,India,2023-03-31,6480.0,463,Delivered
Marney O'Breen,Mint Chip Choco,Australia,2023-03-31,92.25,7,Delivered
Wilone O'Kielt,85% Dark Bars,India,2023-04-03,3843.0,183,Delivered
Dennison Crosswaite,50% Dark Bites,Canada,2023-04-03,11011.5,580,Delivered
Beverie Moffet,Almond Choco,Australia,2023-04-03,13547.25,1355,Delivered
Andria Kimpton,Milk Bars,India,2023-04-03,5031.0,296,Delivered
Andria Kimpton,Orange Choco,Australia,2023-04-03,445.5,50,Delivered
Roddy Speechley,70% Dark Bites,India,2023-04-03,2121.75,118,Delivered
Ches Bonnell,Orange Choco,New Zealand,2023-04-03,2040.75,227,Delivered
Kelci Walkden,Baker's Choco Chips,Australia,2023-04-03,5859.0,293,Delivered
Kelci Walkden,70% Dark Bites,Australia,2023-04-03,5143.5,322,Delivered
Curtice Advani,After Nines,Canada,2023-04-03,6473.25,648,Delivered
Gigi Bohling,Orange Choco,Australia,2023-04-03,11272.5,1025,Delivered
Rafaelita Blaksland,Baker's Choco Chips,India,2023-04-03,6837.75,342,Cancelled
Dotty Strutley,White Choc,Australia,2023-04-03,4212.0,169,Delivered
Ches Bonnell,Manuka Honey Choco,Australia,2023-04-03,3548.25,162,Delivered
Curtice Advani,85% Dark Bars,Australia,2023-04-03,7492.5,326,Delivered
Jan Morforth,Eclairs,New Zealand,2023-04-03,7497.0,375,Delivered
Dennison Crosswaite,Eclairs,UK,2023-04-03,4605.75,220,Delivered
Karlen McCaffrey,70% Dark Bites,USA,2023-04-03,4299.75,215,Delivered
Andria Kimpton,70% Dark Bites,Australia,2023-04-03,3294.0,194,Delivered
Dotty Strutley,Drinking Coco,Australia,2023-04-03,5256.0,657,Delivered
Andria Kimpton,Mint Chip Choco,UK,2023-04-04,596.25,55,Delivered
Barr Faughny,Spicy Special Slims,USA,2023-04-04,2934.0,196,Delivered
Gunar Cockshoot,Choco Coated Almonds,India,2023-04-04,5976.0,427,Cancelled
Oby Sorrel,Organic Choco Syrup,UK,2023-04-04,3942.0,188,Delivered
Brien Boise,Raspberry Choco,USA,2023-04-04,90.0,12,Delivered
Beverie Moffet,Fruit & Nut Bars,India,2023-04-04,8370.0,335,Delivered
Dotty Strutley,Caramel Stuffed Bars,USA,2023-04-04,254.25,14,Delivered
Karlen McCaffrey,50% Dark Bites,UK,2023-04-04,8032.5,402,Delivered
Barr Faughny,Choco Coated Almonds,Canada,2023-04-05,2902.5,264,Delivered
Beverie Moffet,85% Dark Bars,USA,2023-04-05,10446.75,402,Delivered
Barr Faughny,Peanut Butter Cubes,USA,2023-04-05,6579.0,287,Delivered
Brien Boise,Choco Coated Almonds,India,2023-04-06,4628.25,331,Delivered
Karlen McCaffrey,Baker's Choco Chips,USA,2023-04-06,5136.75,257,Delivered
Ches Bonnell,Smooth Silky Salty,UK,2023-04-06,834.75,93,Delivered
Husein Augar,Eclairs,UK,2023-04-06,4515.75,251,Delivered
Brien Boise,Eclairs,India,2023-04-06,749.25,42,Delivered
Dennison Crosswaite,Fruit & Nut Bars,India,2023-04-06,11592.0,414,Delivered
Van Tuxwell,99% Dark & Pure,USA,2023-04-06,4286.25,215,Delivered
Wilone O'Kielt,Choco Coated Almonds,UK,2023-04-06,7537.5,539,Cancelled
Gunar Cockshoot,70% Dark Bites,Canada,2023-04-06,4092.75,205,Delivered
Madelene Upcott,Drinking Coco,USA,2023-04-06,4938.75,549,Delivered
Ches Bonnell,Baker's Choco Chips,Canada,2023-04-07,6270.75,419,Delivered
Andria Kimpton,Almond Choco,USA,2023-04-07,5517.0,613,Delivered
Dotty Strutley,Organic Choco Syrup,Canada,2023-04-07,12233.25,644,Delivered
Dotty Strutley,Organic Choco Syrup,New Zealand,2023-04-07,12647.25,633,Delivered
Dotty Strutley,Caramel Stuffed Bars,Canada,2023-04-07,231.75,13,Delivered
Andria Kimpton,Smooth Silky Salty,UK,2023-04-07,2306.25,289,Delivered
Karlen McCaffrey,Mint Chip Choco,UK,2023-04-07,753.75,76,Delivered
Jehu Rudeforth,Drinking Coco,UK,2023-04-07,6682.5,743,Delivered
Oby Sorrel,50% Dark Bites,India,2023-04-07,11013.75,525,Delivered
